ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.666621e+04,3.878291e+03
HI 1215Å,13004,1.300400e+01,3.755963e-02,2.171039e+04,1.112848e+00
