ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.732352e+05,7.048945e+04
HI 1215Å,118039,1.180390e+02,6.657636e-01,4.478545e+03,1.722341e+00
