ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10009,1.000900e+01,9.999982e-01,9.610789e+03,1.256800e+03
HI 1215Å,9400,9.400000e+00,1.949861e-02,6.542974e+03,1.014472e+00
