ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10008,1.000800e+01,9.999982e-01,9.918212e+03,1.086634e+03
HI 1215Å,6873,6.873000e+00,1.491994e-02,1.450645e+04,1.023778e+00
