ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.037216e+05,9.001669e+04
HI 1215Å,74434,7.443400e+01,8.996532e-01,3.918005e+03,2.225621e+00
