ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.738550e+05,7.128674e+04
HI 1215Å,113008,1.130080e+02,6.854128e-01,3.971910e+03,1.642707e+00
