ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.139298e+05,3.898275e+04
HI 1215Å,80388,8.038800e+01,2.708803e-01,4.439910e+03,1.539282e+00
