ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.434337e+05,5.433558e+04
HI 1215Å,116341,1.163410e+02,4.370907e-01,4.882047e+03,1.712244e+00
