ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.439543e+05,5.360948e+04
HI 1215Å,116220,1.162200e+02,4.324370e-01,4.397559e+03,1.718364e+00
