ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10262,1.026200e+01,9.999547e-01,9.637557e+03,1.294045e+03
HI 1215Å,7425,7.425000e+00,1.732220e-02,9.483219e+03,1.021763e+00
