ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.776065e+04,2.280262e+03
HI 1215Å,11293,1.129300e+01,3.095301e-02,1.301250e+04,1.101953e+00
