k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err
0.000000e+00,5.497464e+00,6.020330e+01,6.020330e-01
2.783676e-03,3.132379e+00,8.094436e+00,8.094436e-02
5.567352e-03,2.289927e+00,4.410733e+00,4.410733e-02
8.351028e-03,1.924790e+00,3.477161e+00,3.477161e-02
1.113470e-02,1.611668e+00,2.761842e+00,2.761842e-02
1.391838e-02,1.353122e+00,2.169963e+00,2.169963e-02
1.670206e-02,1.183999e+00,1.919354e+00,1.919354e-02
1.948573e-02,1.017765e+00,1.628005e+00,1.628005e-02
2.226941e-02,8.541360e-01,1.339587e+00,1.339587e-02
2.505308e-02,7.343705e-01,1.152921e+00,1.152921e-02
2.783676e-02,6.150481e-01,9.086938e-01,9.086938e-03
3.062044e-02,5.365728e-01,8.044852e-01,8.044852e-03
3.340411e-02,4.607670e-01,6.754052e-01,6.754052e-03
3.618779e-02,3.991277e-01,5.948694e-01,5.948694e-03
3.897146e-02,3.435719e-01,5.140979e-01,5.140979e-03
4.175514e-02,2.946206e-01,4.226315e-01,4.226315e-03
4.453882e-02,2.592942e-01,3.832785e-01,3.832785e-03
4.732249e-02,2.254620e-01,3.275935e-01,3.275935e-03
5.010617e-02,1.946649e-01,2.773085e-01,2.773085e-03
5.288985e-02,1.706891e-01,2.402607e-01,2.402607e-03
5.567352e-02,1.495995e-01,2.096008e-01,2.096008e-03
5.845720e-02,1.311294e-01,1.860580e-01,1.860580e-03
6.124087e-02,1.161778e-01,1.609697e-01,1.609697e-03
6.402455e-02,1.018201e-01,1.392943e-01,1.392943e-03
6.680823e-02,9.079371e-02,1.276239e-01,1.276239e-03
6.959190e-02,8.239351e-02,1.180898e-01,1.180898e-03
7.237558e-02,7.170958e-02,1.032012e-01,1.032012e-03
7.515925e-02,6.270903e-02,8.873672e-02,8.873672e-04
7.794293e-02,5.678259e-02,7.816789e-02,7.816789e-04
8.072661e-02,5.058579e-02,6.841316e-02,6.841316e-04
8.351028e-02,4.441337e-02,6.155835e-02,6.155835e-04
8.629396e-02,3.980950e-02,5.593126e-02,5.593126e-04
8.907763e-02,3.478279e-02,4.825281e-02,4.825281e-04
9.186131e-02,3.130879e-02,4.351635e-02,4.351635e-04
9.464499e-02,2.737057e-02,3.749495e-02,3.749495e-04
9.742866e-02,2.419454e-02,3.337431e-02,3.337431e-04
