ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,7.253354e+04,1.719360e+04
HI 1215Å,40794,4.079400e+01,1.240954e-01,1.298480e+04,1.338949e+00
