ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.146653e+05,3.800779e+04
HI 1215Å,87470,8.747000e+01,2.705986e-01,5.740264e+03,1.673962e+00
