ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,4.751932e+04,9.248233e+03
HI 1215Å,23171,2.317100e+01,6.835086e-02,1.862584e+04,1.172322e+00
