ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,7.321790e+04,1.660304e+04
HI 1215Å,38307,3.830700e+01,1.211655e-01,2.326220e+04,1.364062e+00
