ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,7.164108e+04,1.958356e+04
HI 1215Å,44182,4.418200e+01,1.310105e-01,6.839281e+03,1.269234e+00
