ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.441882e+05,5.429710e+04
HI 1215Å,107853,1.078530e+02,4.428945e-01,4.209858e+03,1.544806e+00
