k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,6.366076e+01,1.590549e+02,1.590549e+00,3.613109e+01,1.092130e+02,1.092130e+00
2.253923e-03,6.511730e+01,6.172157e+01,6.172157e-01,3.862868e+01,3.930715e+01,3.930715e-01
4.507846e-03,5.009299e+01,4.885034e+01,4.885034e-01,2.966410e+01,2.960594e+01,2.960594e-01
6.761769e-03,3.725017e+01,3.717517e+01,3.717517e-01,2.236590e+01,2.301919e+01,2.301919e-01
9.015691e-03,3.117670e+01,3.061399e+01,3.061399e-01,1.892544e+01,1.904404e+01,1.904404e-01
1.126961e-02,2.709535e+01,2.669861e+01,2.669861e-01,1.651974e+01,1.646761e+01,1.646761e-01
1.352354e-02,2.309544e+01,2.252975e+01,2.252975e-01,1.426404e+01,1.426215e+01,1.426215e-01
1.577746e-02,2.045979e+01,2.079807e+01,2.079807e-01,1.267265e+01,1.290121e+01,1.290121e-01
1.803138e-02,1.821730e+01,1.819759e+01,1.819759e-01,1.150565e+01,1.175980e+01,1.175980e-01
2.028531e-02,1.599081e+01,1.636838e+01,1.636838e-01,1.000677e+01,1.029616e+01,1.029616e-01
2.253923e-02,1.396142e+01,1.456037e+01,1.456037e-01,8.713926e+00,9.109470e+00,9.109470e-02
2.479315e-02,1.260884e+01,1.230922e+01,1.230922e-01,7.894853e+00,7.804379e+00,7.804379e-02
2.704707e-02,1.144419e+01,1.169229e+01,1.169229e-01,7.194015e+00,7.399153e+00,7.399153e-02
2.930100e-02,1.015786e+01,1.019096e+01,1.019096e-01,6.352497e+00,6.572851e+00,6.572851e-02
3.155492e-02,9.189995e+00,9.213219e+00,9.213219e-02,5.727563e+00,5.739842e+00,5.739842e-02
3.380884e-02,8.350693e+00,8.537553e+00,8.537553e-02,5.240057e+00,5.439448e+00,5.439448e-02
3.606277e-02,7.576270e+00,7.765857e+00,7.765857e-02,4.717682e+00,4.853525e+00,4.853525e-02
3.831669e-02,6.751768e+00,6.865485e+00,6.865485e-02,4.191830e+00,4.341075e+00,4.341075e-02
4.057061e-02,6.081441e+00,6.231830e+00,6.231830e-02,3.806403e+00,3.900814e+00,3.900814e-02
4.282453e-02,5.529776e+00,5.724160e+00,5.724160e-02,3.448514e+00,3.627257e+00,3.627257e-02
4.507846e-02,4.921641e+00,5.041355e+00,5.041355e-02,3.082607e+00,3.198058e+00,3.198058e-02
4.733238e-02,4.581546e+00,4.724034e+00,4.724034e-02,2.836732e+00,2.937456e+00,2.937456e-02
4.958630e-02,4.032270e+00,4.134465e+00,4.134465e-02,2.497207e+00,2.593312e+00,2.593312e-02
5.184023e-02,3.634159e+00,3.764988e+00,3.764988e-02,2.283533e+00,2.355867e+00,2.355867e-02
5.409415e-02,3.394856e+00,3.515522e+00,3.515522e-02,2.126461e+00,2.198018e+00,2.198018e-02
5.634807e-02,3.055789e+00,3.158136e+00,3.158136e-02,1.917600e+00,1.982040e+00,1.982040e-02
5.860199e-02,2.779579e+00,2.870804e+00,2.870804e-02,1.726819e+00,1.780067e+00,1.780067e-02
6.085592e-02,2.499792e+00,2.617407e+00,2.617407e-02,1.569463e+00,1.641734e+00,1.641734e-02
6.310984e-02,2.272260e+00,2.375390e+00,2.375390e-02,1.429109e+00,1.490600e+00,1.490600e-02
6.536376e-02,2.044589e+00,2.166006e+00,2.166006e-02,1.271602e+00,1.323107e+00,1.323107e-02
6.761769e-02,1.852230e+00,1.965184e+00,1.965184e-02,1.164840e+00,1.215964e+00,1.215964e-02
6.987161e-02,1.688805e+00,1.793559e+00,1.793559e-02,1.064243e+00,1.113109e+00,1.113109e-02
7.212553e-02,1.532744e+00,1.617579e+00,1.617579e-02,9.565629e-01,9.950769e-01,9.950769e-03
7.437945e-02,1.376642e+00,1.442021e+00,1.442021e-02,8.630944e-01,8.829121e-01,8.829121e-03
7.663338e-02,1.234894e+00,1.266021e+00,1.266021e-02,7.690286e-01,7.879784e-01,7.879784e-03
7.888730e-02,1.167079e+00,1.212512e+00,1.212512e-02,7.285181e-01,7.535363e-01,7.535363e-03
8.114122e-02,1.045062e+00,1.123449e+00,1.123449e-02,6.530030e-01,6.942108e-01,6.942108e-03
8.339515e-02,9.564831e-01,9.849571e-01,9.849571e-03,5.953655e-01,6.131821e-01,6.131821e-03
