ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.444447e+05,5.175492e+04
HI 1215Å,111107,1.111070e+02,4.178572e-01,5.858635e+03,1.712914e+00
