ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.148821e+05,3.629544e+04
HI 1215Å,82236,8.223600e+01,2.607733e-01,9.773187e+03,1.676125e+00
