ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10109,1.010900e+01,9.999812e-01,9.432707e+03,1.353081e+03
HI 1215Å,8147,8.147000e+00,1.780620e-02,5.483353e+03,1.017127e+00
