ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.446043e+05,5.468134e+04
HI 1215Å,118358,1.183580e+02,4.400299e-01,5.489691e+03,1.676880e+00
