ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,4.674218e+04,9.501856e+03
HI 1215Å,25961,2.596100e+01,7.421589e-02,1.011391e+04,1.177493e+00
