ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,9.215351e+04,2.604703e+04
HI 1215Å,60723,6.072300e+01,1.835264e-01,1.146912e+04,1.512507e+00
