ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,4.686114e+04,9.971361e+03
HI 1215Å,28507,2.850700e+01,8.274739e-02,9.351256e+03,1.207489e+00
