# n_pixels = 278760000
# n_bins = 50
# grid = fixed, [0, 1]
# density: normalised so sum(density * bin_width) = 1
# density_err: Poisson, sqrt(count) / (n_pixels * bin_width)
#
flux_bin_center,flux_bin_low,flux_bin_high,density,density_err,count
1.000000e-02,0.000000e+00,2.000000e-02,6.215515e+00,1.055865e-03,34652739
3.000000e-02,2.000000e-02,4.000000e-02,8.829038e-01,3.979481e-04,4922365
5.000000e-02,4.000000e-02,6.000000e-02,6.540286e-01,3.425060e-04,3646340
7.000000e-02,6.000000e-02,8.000000e-02,5.504694e-01,3.142218e-04,3068977
9.000000e-02,8.000000e-02,1.000000e-01,4.945331e-01,2.978293e-04,2757121
1.100000e-01,1.000000e-01,1.200000e-01,4.613009e-01,2.876484e-04,2571845
1.300000e-01,1.200000e-01,1.400000e-01,4.355953e-01,2.795190e-04,2428531
1.500000e-01,1.400000e-01,1.600000e-01,4.201682e-01,2.745247e-04,2342522
1.700000e-01,1.600000e-01,1.800000e-01,4.078781e-01,2.704799e-04,2274002
1.900000e-01,1.800000e-01,2.000000e-01,4.043719e-01,2.693148e-04,2254454
2.100000e-01,2.000000e-01,2.200000e-01,3.989783e-01,2.675127e-04,2224384
2.300000e-01,2.200000e-01,2.400000e-01,4.001166e-01,2.678940e-04,2230730
2.500000e-01,2.400000e-01,2.600000e-01,4.010150e-01,2.681946e-04,2235739
2.700000e-01,2.600000e-01,2.800000e-01,4.045159e-01,2.693628e-04,2255257
2.900000e-01,2.800000e-01,3.000000e-01,4.104803e-01,2.713413e-04,2288510
3.100000e-01,3.000000e-01,3.200000e-01,4.156748e-01,2.730528e-04,2317470
3.300000e-01,3.200000e-01,3.400000e-01,4.282648e-01,2.771571e-04,2387662
3.500000e-01,3.400000e-01,3.600000e-01,4.394303e-01,2.807468e-04,2449912
3.700000e-01,3.600000e-01,3.800000e-01,4.536836e-01,2.852636e-04,2529377
3.900000e-01,3.800000e-01,4.000000e-01,4.645756e-01,2.886676e-04,2590102
4.100000e-01,4.000000e-01,4.200000e-01,4.819146e-01,2.940051e-04,2686770
4.300000e-01,4.200000e-01,4.400000e-01,4.998083e-01,2.994136e-04,2786531
4.500000e-01,4.400000e-01,4.600000e-01,5.177143e-01,3.047298e-04,2886361
4.700000e-01,4.600000e-01,4.800000e-01,5.367646e-01,3.102857e-04,2992570
4.900000e-01,4.800000e-01,5.000000e-01,5.638739e-01,3.180247e-04,3143710
5.100000e-01,5.000000e-01,5.200000e-01,5.899837e-01,3.253043e-04,3289277
5.300000e-01,5.200000e-01,5.400000e-01,6.219719e-01,3.340067e-04,3467618
5.500000e-01,5.400000e-01,5.600000e-01,6.576435e-01,3.434512e-04,3666494
5.700000e-01,5.600000e-01,5.800000e-01,6.995765e-01,3.542317e-04,3900279
5.900000e-01,5.800000e-01,6.000000e-01,7.445249e-01,3.654344e-04,4150875
6.100000e-01,6.000000e-01,6.200000e-01,7.951044e-01,3.776434e-04,4432866
6.300000e-01,6.200000e-01,6.400000e-01,8.452913e-01,3.893794e-04,4712668
6.500000e-01,6.400000e-01,6.600000e-01,9.110147e-01,4.042336e-04,5079089
6.700000e-01,6.600000e-01,6.800000e-01,9.753686e-01,4.182675e-04,5437875
6.900000e-01,6.800000e-01,7.000000e-01,1.054231e+00,4.348481e-04,5877546
7.100000e-01,7.000000e-01,7.200000e-01,1.139450e+00,4.520822e-04,6352662
7.300000e-01,7.200000e-01,7.400000e-01,1.239707e+00,4.715516e-04,6911612
7.500000e-01,7.400000e-01,7.600000e-01,1.348186e+00,4.917503e-04,7516404
7.700000e-01,7.600000e-01,7.800000e-01,1.472884e+00,5.139892e-04,8211622
7.900000e-01,7.800000e-01,8.000000e-01,1.618523e+00,5.388019e-04,9023587
8.100000e-01,8.000000e-01,8.200000e-01,1.770159e+00,5.634766e-04,9868989
8.300000e-01,8.200000e-01,8.400000e-01,1.930826e+00,5.884931e-04,10764742
8.500000e-01,8.400000e-01,8.600000e-01,2.109430e+00,6.151094e-04,11760495
8.700000e-01,8.600000e-01,8.800000e-01,2.277620e+00,6.391612e-04,12698186
8.900000e-01,8.800000e-01,9.000000e-01,2.404136e+00,6.566732e-04,13403539
9.100000e-01,9.000000e-01,9.200000e-01,2.418348e+00,6.586113e-04,13482775
9.300000e-01,9.200000e-01,9.400000e-01,2.238222e+00,6.336090e-04,12478534
9.500000e-01,9.400000e-01,9.600000e-01,1.657842e+00,5.453073e-04,9242801
9.700000e-01,9.600000e-01,9.800000e-01,6.857128e-01,3.507041e-04,3822986
9.900000e-01,9.800000e-01,1.000000e+00,5.067047e-02,9.533387e-05,282498
