ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,9.310089e+04,2.454858e+04
HI 1215Å,56897,5.689700e+01,1.822251e-01,1.098561e+04,1.542046e+00
