ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.720615e+04,4.401162e+03
HI 1215Å,16002,1.600200e+01,4.392849e-02,8.953184e+03,1.097529e+00
