ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.457731e+05,5.329959e+04
HI 1215Å,115185,1.151850e+02,4.260233e-01,1.002908e+04,1.659133e+00
